game,item_name,picture,price
valorant,Random Favorite Skin,https://media.valorant-api.com/weaponskins/9c134f41-4c29-1bd8-682e-178e7f349c9b/displayicon.png,0
valorant,Orion Odin,https://media.valorant-api.com/weaponskins/3bb7e1cd-4774-3b84-ab13-3fa8ca182f20/displayicon.png,0
valorant,Sentinels of Light Odin,https://media.valorant-api.com/weaponskins/67fb338a-4b21-ed70-7c2a-46bef4742b4f/displayicon.png,0
valorant,Schema Odin,https://media.valorant-api.com/weaponskins/02cce94a-4dc2-d11a-33cf-d8aba4e36202/displayicon.png,0
valorant,Lycan's Bane Odin,https://media.valorant-api.com/weaponskins/468fdc95-443f-f1c2-bd22-fc8e1af0de39/displayicon.png,0
valorant,Reaver Odin,https://media.valorant-api.com/weaponskins/8dda01a6-4237-f430-ac70-c3ba677963e9/displayicon.png,0
valorant,Sovereign Odin,https://media.valorant-api.com/weaponskins/a7995818-409f-c79b-20b7-28ad642f3135/displayicon.png,0
valorant,Standard Odin,https://media.valorant-api.com/weaponskins/f454efd1-49cb-372f-7096-d394df615308/displayicon.png,0
valorant,Evori Dreamwings Odin,https://media.valorant-api.com/weaponskins/fa1c05fd-49fc-ad93-17d8-f0aaf11874cd/displayicon.png,0
valorant,Freehand Odin,https://media.valorant-api.com/weaponskins/14796249-4f23-9d52-4ea1-d8878099c01e/displayicon.png,0
valorant,Aerosol Odin,https://media.valorant-api.com/weaponskins/befa2f32-410f-a418-d8d3-b194dcf2ec6d/displayicon.png,0
valorant,Fortune's Hand Odin,https://media.valorant-api.com/weaponskins/14f9d94a-4add-10a9-588d-48a7111da96f/displayicon.png,0
valorant,BlastX Odin,https://media.valorant-api.com/weaponskins/85ed3f9d-4e59-a709-8faf-bc86effb3a07/displayicon.png,0
valorant,VALORANT GO! Vol. 2 Ares,https://media.valorant-api.com/weaponskins/e9fce399-4abc-bb3c-8992-f887918ce327/displayicon.png,0
valorant,Aristocrat Ares,https://media.valorant-api.com/weaponskins/8b9855f2-4cc6-0c44-3e7c-d0b2a32c6950/displayicon.png,0
valorant,Gaia's Vengeance Ares,https://media.valorant-api.com/weaponskins/1e5ee5bf-43d5-28ee-b2f7-96a53b783dc2/displayicon.png,0
valorant,Endeavour Ares,https://media.valorant-api.com/weaponskins/bb004222-4ecd-e109-e875-069c820548fa/displayicon.png,0
valorant,Bumble Brigade Ares,https://media.valorant-api.com/weaponskins/a609cb96-44aa-f949-c357-e4883fe664d1/displayicon.png,0
valorant,Nebula Ares,https://media.valorant-api.com/weaponskins/ac65b631-4bd1-b0fa-3313-0da74d4eba9d/displayicon.png,0
valorant,Doodle Buds Ares,https://media.valorant-api.com/weaponskins/35beb433-425e-7072-7ac3-9ca95d1d1fd9/displayicon.png,0
valorant,Singularity Ares,https://media.valorant-api.com/weaponskins/e901bdeb-405f-d06c-0733-6783274d85b0/displayicon.png,0
valorant,Rush Ares,https://media.valorant-api.com/weaponskins/4e04647a-4cfc-64f8-4643-f6b7dbcb2943/displayicon.png,0
valorant,Hivemind Ares,https://media.valorant-api.com/weaponskins/556646c0-46dd-6986-00df-a78d1c17f268/displayicon.png,0
valorant,Spitfire Ares,https://media.valorant-api.com/weaponskins/04b1358c-4702-dd82-a135-368384b685dd/displayicon.png,0
valorant,Digihex Ares,https://media.valorant-api.com/weaponskins/b4803277-468a-f798-7120-718963b94d7a/displayicon.png,0
valorant,Infantry Ares,https://media.valorant-api.com/weaponskins/e089be41-4242-b28d-1894-bbba193957a2/displayicon.png,0
valorant,Goldwing Ares,https://media.valorant-api.com/weaponskins/9d2b497b-434d-07fc-ea0f-ee96de4bffa1/displayicon.png,0
valorant,Outpost Ares,https://media.valorant-api.com/weaponskins/4308fe43-44c1-9fe8-d5f9-95be2bc70d51/displayicon.png,0
valorant,Prism Ares,https://media.valorant-api.com/weaponskins/841c9aab-4005-f7fd-3b67-24b335100fb4/displayicon.png,0
valorant,Aquatica Ares,https://media.valorant-api.com/weaponskins/2edbde3f-4ccc-9251-d92f-21bc9046b999/displayicon.png,0
valorant,Monstrocity Ares,https://media.valorant-api.com/weaponskins/ff0a538f-4ee6-a3e7-f7a8-a0b5a76e027b/displayicon.png,0
valorant,Nunca Olvidados Ares,https://media.valorant-api.com/weaponskins/7aa16eb6-45ef-1446-fdaa-5f8fbbd04bee/displayicon.png,0
valorant,Celestial Ares,https://media.valorant-api.com/weaponskins/d21e2975-4586-635c-3fe4-e6be738243b3/displayicon.png,0
valorant,Magepunk Ares,https://media.valorant-api.com/weaponskins/0fac1dcf-48d0-c6c4-675e-2a8013bc879c/displayicon.png,0
valorant,Minima Ares,https://media.valorant-api.com/weaponskins/cd8eb70d-443c-d9fd-48cd-98bace9d5132/displayicon.png,0
valorant,Valiant Hero Ares,https://media.valorant-api.com/weaponskins/26bb8b5c-4b3f-e0f6-39f7-bfa6eae59c00/displayicon.png,0
valorant,Ion Ares,https://media.valorant-api.com/weaponskins/0f4b0478-4759-911d-c44b-2a907534789d/displayicon.png,0
valorant,Oni Ares,https://media.valorant-api.com/weaponskins/759bca71-4764-19f8-8890-239eedb78fa3/displayicon.png,0
valorant,9 Lives Ares,https://media.valorant-api.com/weaponskins/4e459b3b-4dab-934f-1d77-bdbe75b6fcca/displayicon.png,0
valorant,POLYfrog Ares,https://media.valorant-api.com/weaponskins/ff555802-4633-0c8b-93f8-b8887666e3ad/displayicon.png,0
valorant,Divine Swine Ares,https://media.valorant-api.com/weaponskins/398ef7c2-4055-980e-a8b4-669ca8bc5084/displayicon.png,0
valorant,Jigsaw Ares,https://media.valorant-api.com/weaponskins/e4b7f196-4f05-825f-e795-a59fc829195d/displayicon.png,0
valorant,Premiere Collision Ares,https://media.valorant-api.com/weaponskins/165116bf-497a-3ffa-38dc-c58d4475e225/displayicon.png,0
valorant,Random Favorite Skin,https://media.valorant-api.com/weaponskins/acccab4a-4093-8a4a-f1d3-299071d763d3/displayicon.png,0
valorant,Sentinels of Light Ares,https://media.valorant-api.com/weaponskins/9f3e2ba6-428f-c635-67e0-b8b7d9e3c2fc/displayicon.png,0
valorant,Sakura Ares,https://media.valorant-api.com/weaponskins/2666f98d-4f88-8cb9-4927-629d75a6a7ad/displayicon.png,0
valorant,Silhouette Ares,https://media.valorant-api.com/weaponskins/bef693e7-419c-af25-c26c-558b3e3bb473/displayicon.png,0
valorant,Snowfall Ares,,0
valorant,Titanmail Ares,https://media.valorant-api.com/weaponskins/d29d764d-41ce-5a4d-0a96-7b8b91da16fd/displayicon.png,0
valorant,Standard Ares,https://media.valorant-api.com/weaponskins/5305d9c4-4f46-fbf4-9e9a-dea772c263b5/displayicon.png,0
valorant,Immortalized Vandal,https://media.valorant-api.com/weaponskins/d980c0c8-492b-b8df-2d91-af99a7707170/displayicon.png,0
valorant,RGX 11z Pro Vandal,https://media.valorant-api.com/weaponskins/e5490f71-455b-74ad-f762-f5a876d4dff9/displayicon.png,0
valorant,Altitude Vandal,https://media.valorant-api.com/weaponskins/c97cd8a3-44ef-8425-5bf6-11bf72128606/displayicon.png,0
valorant,VALORANT GO! Vol. 2 Vandal,https://media.valorant-api.com/weaponskins/ba6f2526-4ed2-8e62-49aa-ebbb04290682/displayicon.png,0
valorant,Araxys Vandal,https://media.valorant-api.com/weaponskins/4c926aa9-4f26-bc80-c486-9b888333373f/displayicon.png,0
valorant,Neptune Vandal,https://media.valorant-api.com/weaponskins/db91451c-4309-2c8c-eded-bf842d844e52/displayicon.png,0
valorant,Aristocrat Vandal,,0
valorant,Gaia's Vengeance Vandal,https://media.valorant-api.com/weaponskins/000ad7b1-44b0-9345-ea47-9cbd7dcdbb38/displayicon.png,0
valorant,MK.VII Liberty Vandal,https://media.valorant-api.com/weaponskins/6dee8259-4620-920a-cef7-14944bbed130/displayicon.png,0
valorant,Endeavour Vandal,https://media.valorant-api.com/weaponskins/d3733bfe-48d7-b119-3195-249d3b46b528/displayicon.png,0
valorant,Champions 2021 Vandal,https://media.valorant-api.com/weaponskins/9bf19b77-4b33-7203-9f2c-16932970622f/displayicon.png,0
valorant,Champions 2023 Vandal,https://media.valorant-api.com/weaponskins/b0f65660-4c51-13b7-9d01-e29a1e2879b0/displayicon.png,0
valorant,Origin Vandal,https://media.valorant-api.com/weaponskins/6c4315b8-4ff1-baaa-5aac-5790c7443353/displayicon.png,0
valorant,Comet Vandal,https://media.valorant-api.com/weaponskins/e271a430-4282-847b-3a51-5d97839ce221/displayicon.png,0
valorant,Starlit Odyssey Vandal,https://media.valorant-api.com/weaponskins/ffb65a92-4654-a7f8-1908-bf9bb18995a3/displayicon.png,0
valorant,Glitchpop Vandal,https://media.valorant-api.com/weaponskins/74789f33-4632-8052-96d7-258538721a32/displayicon.png,0
valorant,ChronoVoid Vandal,https://media.valorant-api.com/weaponskins/8e762a1f-4102-b7ce-d6a0-9690c5bfe160/displayicon.png,0
valorant,Prelude to Chaos Vandal,https://media.valorant-api.com/weaponskins/522a264e-4ca7-adb0-6cf1-28b2ef938727/displayicon.png,0
valorant,Elderflame Vandal,https://media.valorant-api.com/weaponskins/18609205-4edb-5966-cff8-0fba0230ba1e/displayicon.png,0
valorant,Imperium Vandal,https://media.valorant-api.com/weaponskins/917ca6e8-403e-3691-78d9-a8aa6118385f/displayicon.png,0
valorant,Sarmad Vandal,https://media.valorant-api.com/weaponskins/5b6b1eee-4185-8f83-9374-3391d0f0f742/displayicon.png,0
valorant,Nitro Vandal,,0
valorant,Hivemind Vandal,https://media.valorant-api.com/weaponskins/f7f63b78-4b12-b21e-a0e7-6bafbad81509/displayicon.png,0
valorant,Venturi Vandal,https://media.valorant-api.com/weaponskins/5a658084-453f-e971-5def-2bb9cf6e5e90/displayicon.png,0
valorant,Forsaken Vandal,https://media.valorant-api.com/weaponskins/437307c6-424c-6a48-9738-949b91166353/displayicon.png,0
valorant,Team Ace Vandal,https://media.valorant-api.com/weaponskins/25980352-4407-60ff-eb27-058c1ea696cc/displayicon.png,0
valorant,Ruin Vandal,https://media.valorant-api.com/weaponskins/948d31a0-4c2a-9c82-2b89-fe9f2ec65036/displayicon.png,0
valorant,.EXE Vandal,https://media.valorant-api.com/weaponskins/6f3a2a08-4f32-dbdc-8dca-628a5c840052/displayicon.png,0
valorant,.SYS Vandal,https://media.valorant-api.com/weaponskins/23d61dbb-457a-5590-2e91-38a67a52c332/displayicon.png,0
valorant,Primordium Vandal,https://media.valorant-api.com/weaponskins/a70fd508-44ea-8de3-3b30-d3a7eb9db42e/displayicon.png,0
valorant,Horizon Vandal,https://media.valorant-api.com/weaponskins/9d71edb0-453c-defa-507d-57aa2935b379/displayicon.png,0
valorant,Prime Vandal,https://media.valorant-api.com/weaponskins/b9ee2457-481c-6776-3f5b-0ca8e8f90c89/displayicon.png,0
valorant,XERØFANG Vandal ,https://media.valorant-api.com/weaponskins/b6f79657-4a6d-e2ae-3d64-4fbcde2958a4/displayicon.png,0
valorant,Avalanche Vandal,https://media.valorant-api.com/weaponskins/41b55c92-4aeb-9c86-854a-4abcd48ea0ba/displayicon.png,0
valorant,Bubble Pop Vandal,https://media.valorant-api.com/weaponskins/231528b8-44aa-1063-553e-ce8ef9846383/displayicon.png,0
valorant,Guardrail Vandal,https://media.valorant-api.com/weaponskins/580dc7c6-4342-86fe-1fe8-c4b63e212fc9/displayicon.png,0
valorant,Black.Market Vandal,https://media.valorant-api.com/weaponskins/a810ec6b-46e7-767d-7186-2cbe49e7fe1b/displayicon.png,0
valorant,Prism II Vandal,https://media.valorant-api.com/weaponskins/a383091d-4c7a-eb6d-0f45-e78232ede644/displayicon.png,0
valorant,K/TAC Vandal,https://media.valorant-api.com/weaponskins/11a93854-44f0-bd66-f434-3f81744ddd8d/displayicon.png,0
valorant,Aemondir Vandal,https://media.valorant-api.com/weaponskins/1df79598-42a0-a433-0aa5-c79047c32779/displayicon.png,0
valorant,Monstrocity Vandal,https://media.valorant-api.com/weaponskins/b3a65992-469c-bab8-736e-49bbda91c650/displayicon.png,0
valorant,Nunca Olvidados Vandal,https://media.valorant-api.com/weaponskins/6460e252-48ef-8312-6f4f-2cb5f1b56972/displayicon.png,0
valorant,Luxe Vandal,https://media.valorant-api.com/weaponskins/30fd16af-4560-b2e2-7780-ee8148a0946a/displayicon.png,0
valorant,Magepunk Vandal,https://media.valorant-api.com/weaponskins/148d7f02-4259-9c17-a1a4-6fa220a56551/displayicon.png,0
valorant,Valiant Hero Vandal,https://media.valorant-api.com/weaponskins/c2c7746c-496a-6372-bd7a-3186276db2d1/displayicon.png,0
valorant,Overdrive Vandal,https://media.valorant-api.com/weaponskins/bbd3a52f-411e-3475-a6aa-ea88b54de53c/displayicon.png,0
valorant,Silvanus Vandal,https://media.valorant-api.com/weaponskins/d758abc0-4d99-62d3-b22b-0db0e57de881/displayicon.png,0
valorant,Crimsonbeast Vandal,https://media.valorant-api.com/weaponskins/8b688de6-42d3-9430-8f38-32b0b3d1c2c6/displayicon.png,0
valorant,Kuronami Vandal,https://media.valorant-api.com/weaponskins/d8d5d7a1-4d81-8560-54bc-0692ab40f69b/displayicon.png,0
valorant,Ion Vandal,https://media.valorant-api.com/weaponskins/596ce51d-40e3-dc21-b02d-b08d070a7883/displayicon.png,0
valorant,Oni Vandal,https://media.valorant-api.com/weaponskins/7156c2ee-41fc-f8f4-d457-ebb287965c08/displayicon.png,0
valorant,Cryostasis Vandal,https://media.valorant-api.com/weaponskins/f328add7-4710-ab8d-95bb-409bc8278a35/displayicon.png,0
valorant,Luna Vandal,https://media.valorant-api.com/weaponskins/04d8cc84-468a-b696-85ae-a193077838ed/displayicon.png,0
valorant,Sensation Vandal,https://media.valorant-api.com/weaponskins/72c1e90b-40ca-4304-02eb-28bb2aea4ed2/displayicon.png,0
valorant,Random Favorite Skin,https://media.valorant-api.com/weaponskins/9c808029-48f5-ce89-21c5-88bf4228d2ed/displayicon.png,0
valorant,Orion Vandal,https://media.valorant-api.com/weaponskins/5e080cdf-408c-a193-1eb9-7fa3af301f00/displayicon.png,0
valorant,Sentinels of Light Vandal,https://media.valorant-api.com/weaponskins/e8df3725-40de-b8ec-77bd-62a989685a85/displayicon.png,0
valorant,Sakura Vandal,https://media.valorant-api.com/weaponskins/f946ef5c-46ab-e146-a712-1d99a1651356/displayicon.png,0
valorant,Schema Vandal,https://media.valorant-api.com/weaponskins/9a6c6db7-4f56-12d6-8339-6386f12090e8/displayicon.png,0
valorant,Lycan's Bane Vandal,https://media.valorant-api.com/weaponskins/6b58163f-4426-8abf-8f55-f79e3a2045df/displayicon.png,0
valorant,Transition Vandal,https://media.valorant-api.com/weaponskins/b788270a-420f-b824-2cdb-4d90dc7e9b22/displayicon.png,0
valorant,Reaver Vandal,https://media.valorant-api.com/weaponskins/30388628-42f0-606c-82c0-73ad43de997f/displayicon.png,0
valorant,Tethered Realms Vandal,https://media.valorant-api.com/weaponskins/f2b034e0-4b54-5abc-25c8-d293b6f1d247/displayicon.png,0
valorant,Cavalier Vandal,https://media.valorant-api.com/weaponskins/1eb7639f-4e90-5b5b-9f53-a792103d6f29/displayicon.png,0
valorant,Titanmail Vandal,https://media.valorant-api.com/weaponskins/e8dc658b-4c7c-2338-facd-7d8d2813560a/displayicon.png,0
valorant,Standard Vandal,https://media.valorant-api.com/weaponskins/27f21d97-4c4b-bd1c-1f08-31830ab0be84/displayicon.png,0
valorant,Evori Dreamwings Vandal,,0
valorant,NO LIMITS Vandal,https://media.valorant-api.com/weaponskins/44a98286-4e42-6976-937f-c982c5a31a79/displayicon.png,0
valorant,Sandswept Vandal,https://media.valorant-api.com/weaponskins/e524db84-4470-2df6-b34a-778a83ac26e0/displayicon.png,0
valorant,Depths Vandal,https://media.valorant-api.com/weaponskins/f2871246-441c-5f41-3dac-13947139adec/displayicon.png,0
valorant,Wonderstallion Vandal,https://media.valorant-api.com/weaponskins/e24d739f-41e9-a376-8fea-d5a5d715ebe9/displayicon.png,0
valorant,Ego Vandal,https://media.valorant-api.com/weaponskins/8c22a4b2-4da0-f2f2-9bd1-c89d106cd646/displayicon.png,0
valorant,Holomoku Vandal,https://media.valorant-api.com/weaponskins/d9131930-4172-ec7b-f3ef-a4a33f6e0193/displayicon.png,0
valorant,Wasteland Vandal,https://media.valorant-api.com/weaponskins/32b87592-45ad-c5a6-44ae-a9b844137c58/displayicon.png,0
valorant,Winterwunderland Vandal,https://media.valorant-api.com/weaponskins/16716d68-4d36-320f-aafd-f6a6bfa5abe2/displayicon.png,0
valorant,Araxys Bulldog,https://media.valorant-api.com/weaponskins/26d0c312-46c2-1912-302a-b7b8f62640ca/displayicon.png,0
valorant,Radiant Entertainment System Bulldog,https://media.valorant-api.com/weaponskins/e8bf5459-4789-f9bd-bfd1-c5bcafec96a6/displayicon.png,0
valorant,Aristocrat Bulldog,,0
valorant,Endeavour Bulldog,https://media.valorant-api.com/weaponskins/3f8be578-4e47-8afd-1e6c-cb9bb326e8b5/displayicon.png,0
valorant,Spectrum Bulldog,https://media.valorant-api.com/weaponskins/fbe04552-445f-f202-923e-6fbd61b7e2aa/displayicon.png,0
valorant,Bumble Brigade Bulldog,https://media.valorant-api.com/weaponskins/f77bd50d-422e-963c-1fd3-119f80c57a74/displayicon.png,0
valorant,Tactiplay Bulldog,https://media.valorant-api.com/weaponskins/aaafdaa2-429d-110c-3dd7-d4b975f1cdc8/displayicon.png,0
valorant,Striker Bulldog,https://media.valorant-api.com/weaponskins/9c056543-44af-0d36-d0f7-1196d93d264e/displayicon.png,0
valorant,Rune Stone Bulldog,https://media.valorant-api.com/weaponskins/8594c025-4c96-e258-13da-53a2f747bca2/displayicon.png,0
valorant,Undercity Bulldog,https://media.valorant-api.com/weaponskins/4be8d0e7-48e0-eaa3-1db4-85a14094f369/displayicon.png,0
valorant,Glitchpop Bulldog,https://media.valorant-api.com/weaponskins/285c6731-4451-b930-7a3d-c5a736d00f5e/displayicon.png,0
valorant,Emberclad Bulldog,https://media.valorant-api.com/weaponskins/8a50f044-4b00-0baa-c088-9eb666b4699d/displayicon.png,0
valorant,Rush Bulldog,https://media.valorant-api.com/weaponskins/23399beb-4828-0d03-ae24-aaa62b08f796/displayicon.png,0
valorant,Chromedek Bulldog,https://media.valorant-api.com/weaponskins/e7a07081-4e80-7195-9df5-6d9ddbe597f9/displayicon.png,0
valorant,Velocity Bulldog,https://media.valorant-api.com/weaponskins/706dcacc-432b-47e5-3cf7-2db432a8afe6/displayicon.png,0
valorant,Shimmer Bulldog,https://media.valorant-api.com/weaponskins/cc8ad3b2-4b0f-6e8d-eae0-c98cc55d002f/displayicon.png,0
valorant,Digihex Bulldog,https://media.valorant-api.com/weaponskins/0f2da2b0-41cc-2162-cb46-adad9ae4fdd1/displayicon.png,0
valorant,Horizon Bulldog,https://media.valorant-api.com/weaponskins/e931dcc8-48d4-f895-48b1-199ec573625b/displayicon.png,0
valorant,Black.Market Bulldog,https://media.valorant-api.com/weaponskins/1cbbdd73-4b22-4faa-acd0-0a9d6ea1963f/displayicon.png,0
valorant,Bound Bulldog,https://media.valorant-api.com/weaponskins/0f992024-4c40-2ead-311a-79bc37e5e61b/displayicon.png,0
valorant,Retrowave Bulldog,https://media.valorant-api.com/weaponskins/0101d1a9-42c7-0e85-806b-d2966d9fabc6/displayicon.png,0
valorant,K/TAC Bulldog,https://media.valorant-api.com/weaponskins/f476843a-4fc1-32a1-5e32-c18b84003460/displayicon.png,0
valorant,Couture Bulldog,https://media.valorant-api.com/weaponskins/199b8536-488a-09e6-8592-ff9cf21b4ceb/displayicon.png,0
valorant,Aemondir Bulldog,https://media.valorant-api.com/weaponskins/a12db8be-4f3f-b7b6-5f70-92add35b956e/displayicon.png,0
valorant,Nunca Olvidados Bulldog,https://media.valorant-api.com/weaponskins/9c91e507-4241-33d1-c63a-aeb9ec3d9d03/displayicon.png,0
valorant,Genesis Bulldog,,0
valorant,Libretto Bulldog,https://media.valorant-api.com/weaponskins/22d2b265-4ed1-f66e-1462-44bfcc10b49e/displayicon.png,0
valorant,Oni Bulldog,https://media.valorant-api.com/weaponskins/325d2274-487b-8672-84d6-6db8e9798447/displayicon.png,0
valorant,Cryostasis Bulldog,https://media.valorant-api.com/weaponskins/d832f94c-4490-176e-c625-c3a1130cea19/displayicon.png,0
valorant,Hue Shift Bulldog,https://media.valorant-api.com/weaponskins/c2f87e28-4c3b-5dc3-0109-ffa3a0e43f4c/displayicon.png,0
valorant,POLYfox Bulldog,https://media.valorant-api.com/weaponskins/dbf7b813-4931-3b45-db2b-ea8d418b2b1d/displayicon.png,0
valorant,Protocol 781-A Bulldog,https://media.valorant-api.com/weaponskins/1daefbff-4581-aef3-5ed6-da894d7e4cc7/displayicon.png,0
valorant,Premiere Collision Bulldog,https://media.valorant-api.com/weaponskins/fbf8ca06-41c9-6293-24cc-b6b292db5cf7/displayicon.png,0
valorant,Random Favorite Skin,https://media.valorant-api.com/weaponskins/7baa9f5a-4ac3-804a-2e47-4da916de0b79/displayicon.png,0
valorant,Transition Bulldog,https://media.valorant-api.com/weaponskins/b778fd63-4e21-b400-db3b-d1807e3f4edb/displayicon.png,0
valorant,Infinity Bulldog,https://media.valorant-api.com/weaponskins/decd0962-453a-1551-47e1-1287aafb5a27/displayicon.png,0
valorant,Standard Bulldog,https://media.valorant-api.com/weaponskins/724a7f42-4315-eccf-0e76-77bdd3ec2e09/displayicon.png,0
valorant,Tilde Bulldog,https://media.valorant-api.com/weaponskins/006d6b0a-47ba-a909-ade5-0cba66dd5829/displayicon.png,0
valorant,Gridcrash Bulldog,https://media.valorant-api.com/weaponskins/0c0cbd13-4601-e6c1-0180-2181e2461c36/displayicon.png,0
valorant,NO LIMITS Bulldog,https://media.valorant-api.com/weaponskins/8c7238c8-4161-a5ac-69f2-129f8a4ce5fa/displayicon.png,0
valorant,Convex Bulldog,https://media.valorant-api.com/weaponskins/f580899d-49c4-8bf8-9718-c9a6a38dd503/displayicon.png,0
valorant,Depths Bulldog,https://media.valorant-api.com/weaponskins/4e6341f9-4851-603d-daff-9185f007d3dc/displayicon.png,0
valorant,Holomoku Bulldog,https://media.valorant-api.com/weaponskins/e9164092-4c79-b6ae-b844-ba97f566958d/displayicon.png,0
valorant,Varnish Bulldog,https://media.valorant-api.com/weaponskins/9bba8d9a-461e-9783-fcb7-f1a92192fb3a/displayicon.png,0
valorant,Task Force 809 Phantom,https://media.valorant-api.com/weaponskins/3d71065e-4f0b-19a8-26d5-129cddeb013b/displayicon.png,0
valorant,RGX 11z Pro Phantom,https://media.valorant-api.com/weaponskins/499acf05-4f79-e345-3714-57bf7aa163ea/displayicon.png,0
valorant,Xenohunter Phantom,https://media.valorant-api.com/weaponskins/fac0cea1-45a9-1549-c120-af8f0150e562/displayicon.png,0
valorant,VALORANT GO! Vol. 1 Phantom,https://media.valorant-api.com/weaponskins/0acbabbe-4f4c-f643-284b-f69029abb54e/displayicon.png,0
valorant,Radiant Entertainment System Phantom,https://media.valorant-api.com/weaponskins/4eb45d71-4fa4-be4f-7409-cf92123f1d22/displayicon.png,0
valorant,Gaia's Vengeance Phantom,https://media.valorant-api.com/weaponskins/7ae63121-4cf0-b4db-00ed-eb8ef05572b1/displayicon.png,0
valorant,Spectrum Phantom,https://media.valorant-api.com/weaponskins/980fa063-436e-e51f-c38d-70a5b93a0f1c/displayicon.png,0
valorant,Piedra del Sol Phantom,https://media.valorant-api.com/weaponskins/d556b1c2-46fa-fca4-0516-5c887fd2352a/displayicon.png,0
valorant,Composite Phantom,https://media.valorant-api.com/weaponskins/052a0ba8-48a5-acd4-f989-87b067140b35/displayicon.png,0
valorant,Champions 2022 Phantom,https://media.valorant-api.com/weaponskins/8c72ae0b-4357-1a75-ad62-fbaec7b64f92/displayicon.png,0
valorant,Champions 2024 Phantom,https://media.valorant-api.com/weaponskins/cc1da8cd-452f-a007-0bf8-b68a471c3a6e/displayicon.png,0
valorant,Tactiplay Phantom,https://media.valorant-api.com/weaponskins/4bdf9f7c-4957-ff27-6e2c-f4acbbcf1ce5/displayicon.png,0
valorant,Radiant Crisis 001 Phantom,https://media.valorant-api.com/weaponskins/2371d9e1-498c-1ad1-4f10-d1a339c7fda2/displayicon.png,0
valorant,Nebula Phantom,https://media.valorant-api.com/weaponskins/57f91d68-4cda-76c0-c258-7ba507cd6f87/displayicon.png,0
valorant,Undercity Phantom,https://media.valorant-api.com/weaponskins/ed3ac995-4fd1-3079-27aa-4aab84447833/displayicon.png,0
valorant,Glitchpop Phantom,https://media.valorant-api.com/weaponskins/25a7f0f2-4bce-7e45-b4b0-ca9264f5dfcc/displayicon.png,0
valorant,ChronoVoid Phantom,https://media.valorant-api.com/weaponskins/2aac8bb3-4cfa-b806-21e4-5a8e9904caa4/displayicon.png,0
valorant,Emberclad Phantom,https://media.valorant-api.com/weaponskins/43da7fa1-4b01-7e91-d68c-85b0f63c0d8f/displayicon.png,0
valorant,Abyssal Phantom,https://media.valorant-api.com/weaponskins/2d1472fd-458c-515a-c4e4-ceaa50c84187/displayicon.png,0
valorant,Doodle Buds Phantom,https://media.valorant-api.com/weaponskins/3a091315-4e87-31d5-7cdb-27804a177fd2/displayicon.png,0
valorant,Singularity Phantom,https://media.valorant-api.com/weaponskins/5eec4ce6-443d-e9b5-4c5b-2b967d426bd3/displayicon.png,0
valorant,Sarmad Phantom,https://media.valorant-api.com/weaponskins/cd07ba8f-4dae-0410-582e-71acdef102ce/displayicon.png,0
valorant,Rush Phantom,,0
valorant,Chromedek Phantom,https://media.valorant-api.com/weaponskins/4b73b610-4096-60c1-1969-f2b05b53fa43/displayicon.png,0
valorant,Velocity Phantom,https://media.valorant-api.com/weaponskins/a17d4eeb-46e5-a041-ae7b-a2841ac6b36e/displayicon.png,0
